province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
İSTANBUL,,,41.9,-,-,0.4,-,0.4,30.3,-,2.8,-,-,-,4.2,-,-,-,-,-,-,-,0.5,0.3,-,-,0.1,-,11.6,-,-,-,1.5,0.2,-,-,-,-,-,-,5.9
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 55 113,-, 10 767,-,  973,  776, 44 946, 15 255,-, 1 614, 6 399,-, 17 064,-,-,-,-,-,-,-,-,  973,-,-,  783,-, 9 499,  235,-,  893, 3 477,  445,-,-, 3 281, 3 039,-,-,  168
İSTANBUL,,,31.4,-,6.1,-,0.6,0.4,25.6,8.7,-,0.9,3.6,-,9.7,-,-,-,-,-,-,-,-,0.6,-,-,0.4,-,5.4,0.1,-,0.5,2.0,0.3,-,-,1.9,1.7,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Çatalca,2018, 17 817,-,-,-,-,-, 16 685,-,-,-,-,-,-,-,-,-, 1 838,-,-,  71,-,-, 7 293,-,-,-, 2 924,-,-,-,  459,-,-,  89,-,-,  320,  156,  29
İSTANBUL,,,37.4,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,3.9,-,-,0.1,-,-,15.3,-,-,-,6.1,-,-,-,1.0,-,-,0.2,-,-,0.7,0.3,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 18 015,-,-,-,  147,  59, 20 303,-,  81,  44,-,-,-,  185,-,-, 1 241,-,  94,-,-,-,-,  51,  16,-, 4 748,  23,-,-,  232,-,-,  152,-,-,-,-,  2
İSTANBUL,,,39.7,-,-,-,0.3,0.1,44.7,-,0.2,0.1,-,-,-,0.4,-,-,2.7,-,0.2,-,-,-,-,0.1,0.0,-,10.5,0.1,-,-,0.5,-,-,0.3,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 13 864,  17,-,-,-,  81, 18 231,-,  59,  65,  28,-,-,  64,-,-, 1 403,-,  77,-,-,-,-,  12,  28,  20, 6 406,  6,-,-,  545,-,  130,  158,-,  10,-,-,  769
İSTANBUL,,,33.0,0.0,-,-,-,0.2,43.4,-,0.1,0.2,0.1,-,-,0.2,-,-,3.3,-,0.2,-,-,-,-,0.0,0.1,0.0,15.3,0.0,-,-,1.3,-,0.3,0.4,-,0.0,-,-,1.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 15 493,-,-,-,  99,-, 16 807,-,  364,  138,-,-,-,-,-,  172,-,  145,-,-,-,-,-,-,  25,-, 6 213,  134,  78,-,  296,  61,-,-,-,-,-,-,  465
İSTANBUL,,,38.3,-,-,-,0.2,-,41.5,-,0.9,0.3,-,-,-,-,-,0.4,-,0.4,-,-,-,-,-,-,0.1,-,15.3,0.3,0.2,-,0.7,0.2,-,-,-,-,-,-,1.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 14 861,-,-,  276,-,  273, 12 938,-, 4 241,-,-,-, 4 039,-,-,-,-,-,-,-,  176,  162,-,-,  151,-, 10 339,-,-,-,  651,  72,-,-,-,-,-,-,  987
İSTANBUL,,,30.2,-,-,0.6,-,0.6,26.3,-,8.6,-,-,-,8.2,-,-,-,-,-,-,-,0.4,0.3,-,-,0.3,-,21.0,-,-,-,1.3,0.1,-,-,-,-,-,-,2.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 7 534,-, 4 188,-,  160,  105, 7 343,  758,-,  478, 5 414,-, 8 189,-,-,-,-,-,-,-,-,  159,-,-,  91,-, 3 616,  134,-,  83,  591,  73,-,-,  845, 1 865,-,-,  15
İSTANBUL,,,18.1,-,10.1,-,0.4,0.3,17.6,1.8,-,1.1,13.0,-,19.7,-,-,-,-,-,-,-,-,0.4,-,-,0.2,-,8.7,0.3,-,0.2,1.4,0.2,-,-,2.0,4.5,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Silivri,2018, 37 394,-,-,-,-,-, 39 207,-,-,-,-,-,-,-,-,-, 12 158,-,-,  142,-,-, 12 165,-,-,-, 9 411,-,-,-, 1 380,-,-,  283,-,-,  852,  402,  62
İSTANBUL,,,33.0,-,-,-,-,-,34.6,-,-,-,-,-,-,-,-,-,10.7,-,-,0.1,-,-,10.7,-,-,-,8.3,-,-,-,1.2,-,-,0.2,-,-,0.8,0.4,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 39 693,-,-,-,  369,  121, 40 974,-,  116,  84,-,-,-,  336,-,-, 6 999,-,  141,-,-,-,-,  110,  61,-, 9 677,  31,-,-,  423,-,-,  360,-,-,-,-,  10
İSTANBUL,,,39.9,-,-,-,0.4,0.1,41.2,-,0.1,0.1,-,-,-,0.3,-,-,7.0,-,0.1,-,-,-,-,0.1,0.1,-,9.7,0.0,-,-,0.4,-,-,0.4,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 29 396,  58,-,-,-,  259, 35 232,-,  117,  159,  94,-,-,  108,-,-, 8 436,-,  103,-,-,-,-,  18,  46,  41, 12 158,  29,-,-, 1 290,-,  179,  466,-,  18,-,-, 2 520
İSTANBUL,,,32.4,0.1,-,-,-,0.3,38.8,-,0.1,0.2,0.1,-,-,0.1,-,-,9.3,-,0.1,-,-,-,-,0.0,0.1,0.0,13.4,0.0,-,-,1.4,-,0.2,0.5,-,0.0,-,-,2.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 35 364,-,-,-,  442,-, 34 552,-,  790,  209,-,-,-,-,-,  370,-,  301,-,-,-,-,-,-,  33,-, 9 471,  278,  72,-,  616,  181,-,-,-,-,-,-, 3 308
İSTANBUL,,,41.1,-,-,-,0.5,-,40.2,-,0.9,0.2,-,-,-,-,-,0.4,-,0.4,-,-,-,-,-,-,0.0,-,11.0,0.3,0.1,-,0.7,0.2,-,-,-,-,-,-,3.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 22 376,-,-,  340,-,  359, 23 861,-, 4 300,-,-,-, 4 529,-,-,-,-,-,-,-,  312,  209,-,-,  61,-, 11 904,-,-,-,  815,  64,-,-,-,-,-,-, 2 383
İSTANBUL,,,31.3,-,-,0.5,-,0.5,33.4,-,6.0,-,-,-,6.3,-,-,-,-,-,-,-,0.4,0.3,-,-,0.1,-,16.6,-,-,-,1.1,0.1,-,-,-,-,-,-,3.3
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 10 610,-, 3 346,-,  242,  366, 13 681, 1 966,-,  909, 5 763,-, 7 534,-,-,-,-,-,-,-,-,  231,-,-,  140,-, 5 063,  176,-,  249,  821,  106,-,-, 1 257, 3 566,-,-,  14
İSTANBUL,,,18.9,-,6.0,-,0.4,0.7,24.4,3.5,-,1.6,10.3,-,13.4,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,9.0,0.3,-,0.5,1.5,0.2,-,-,2.2,6.4,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Sultanbeyli,2018, 104 983,-,-,-,-,-, 14 161,-,-,-,-,-,-,-,-,-, 33 995,-,-,  458,-,-, 6 607,-,-,-, 20 510,-,-,-, 3 350,-,-,  208,-,-, 2 082,  191,  36
İSTANBUL,,,56.3,-,-,-,-,-,7.6,-,-,-,-,-,-,-,-,-,18.2,-,-,0.2,-,-,3.5,-,-,-,11.0,-,-,-,1.8,-,-,0.1,-,-,1.1,0.1,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 120 694,-,-,-, 1 118,  103, 14 195,-,  78,  73,-,-,-,  364,-,-, 30 162,-,  226,-,-,-,-,  184,  194,-, 10 504,  45,-,-, 2 238,-,-,  122,-,-,-,-,  26
İSTANBUL,,,66.9,-,-,-,0.6,0.1,7.9,-,0.0,0.0,-,-,-,0.2,-,-,16.7,-,0.1,-,-,-,-,0.1,0.1,-,5.8,0.0,-,-,1.2,-,-,0.1,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 94 408,  39,-,-,-,  338, 12 889,-,  55,  291,  151,-,-,  223,-,-, 34 403,-,  176,-,-,-,-,  31,  69,  87, 12 761,  27,-,-, 5 343,-,  564,  117,-,  43,-,-, 3 645
İSTANBUL,,,57.0,0.0,-,-,-,0.2,7.8,-,0.0,0.2,0.1,-,-,0.1,-,-,20.8,-,0.1,-,-,-,-,0.0,0.0,0.1,7.7,0.0,-,-,3.2,-,0.3,0.1,-,0.0,-,-,2.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 104 824,-,-,-, 2 065,-, 13 182,-,  515,  227,  150,-,-,-,-, 1 125,-,  312,-,-,-,-,-,-,  63,-, 9 203,  170,  131,-, 4 773,  312,-,-,-,-,-,-, 15 216
İSTANBUL,,,68.8,-,-,-,1.4,-,8.7,-,0.3,0.1,0.1,-,-,-,-,0.7,-,0.2,-,-,-,-,-,-,0.0,-,6.0,0.1,0.1,-,3.1,0.2,-,-,-,-,-,-,10.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 63 615,-,-,  655,-,  434, 7 123,-, 1 419,-,-,-,  878,-,-,-,-,-,-,-,  319,  263,-,-,-,-, 5 687,-,-,-, 6 076,  367,-,-,-,-,-,-, 7 884
İSTANBUL,,,67.2,-,-,0.7,-,0.5,7.5,-,1.5,-,-,-,0.9,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,6.0,-,-,-,6.4,0.4,-,-,-,-,-,-,8.3
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 40 217,-, 1 752,-, 1 764,  442, 5 760, 11 651,-,  343,  638,-, 2 515,-,-,-,-,-,-,-,-,  141,-,-,  83,-, 3 088,  77,-,  134, 7 647,  48,-,-,  167,  296,-,-,  32
İSTANBUL,,,52.4,-,2.3,-,2.3,0.6,7.5,15.2,-,0.4,0.8,-,3.3,-,-,-,-,-,-,-,-,0.2,-,-,0.1,-,4.0,0.1,-,0.2,9.9,0.1,-,-,0.2,0.4,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Şile,2018, 10 441,-,-,-,-,-, 5 753,-,-,-,-,-,-,-,-,-, 1 481,-,-,  47,-,-, 3 027,-,-,-, 2 362,-,-,-,  357,-,-,  77,-,-,  207,  78,  7
İSTANBUL,,,43.8,-,-,-,-,-,24.1,-,-,-,-,-,-,-,-,-,6.2,-,-,0.2,-,-,12.7,-,-,-,9.9,-,-,-,1.5,-,-,0.3,-,-,0.9,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 11 241,-,-,-,  116,  24, 6 469,-,  53,  19,-,-,-,  82,-,-, 1 003,-,  66,-,-,-,-,  27,  11,-, 2 693,  11,-,-,  185,-,-,  96,-,-,-,-,  4
İSTANBUL,,,50.9,-,-,-,0.5,0.1,29.3,-,0.2,0.1,-,-,-,0.4,-,-,4.5,-,0.3,-,-,-,-,0.1,0.0,-,12.2,0.0,-,-,0.8,-,-,0.4,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 9 364,  10,-,-,-,  53, 5 580,-,  49,  54,  22,-,-,  41,-,-, 1 143,-,  29,-,-,-,-,  9,  16,  18, 3 540,  3,-,-,  371,-,  74,  130,-,  8,-,-,  398
İSTANBUL,,,44.8,0.0,-,-,-,0.3,26.7,-,0.2,0.3,0.1,-,-,0.2,-,-,5.5,-,0.1,-,-,-,-,0.0,0.1,0.1,16.9,0.0,-,-,1.8,-,0.4,0.6,-,0.0,-,-,1.9
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 9 825,-,-,-,  87,-, 4 990,-,  167,  39,  36,-,-,-,-,  240,-,  129,-,-,-,-,-,-,  8,-, 2 764,  37,  18,-,  197,  17,-,-,-,-,-,-,  504
İSTANBUL,,,51.6,-,-,-,0.5,-,26.2,-,0.9,0.2,0.2,-,-,-,-,1.3,-,0.7,-,-,-,-,-,-,0.0,-,14.5,0.2,0.1,-,1.0,0.1,-,-,-,-,-,-,2.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 7 775,-,-,  132,-,  93, 3 421,-, 1 882,-,-,-,  919,-,-,-,-,-,-,-,  90,  71,-,-,-,-, 2 738,-,-,-,  345,  19,-,-,-,-,-,-,  468
İSTANBUL,,,43.3,-,-,0.7,-,0.5,19.1,-,10.5,-,-,-,5.1,-,-,-,-,-,-,-,0.5,0.4,-,-,-,-,15.3,-,-,-,1.9,0.1,-,-,-,-,-,-,2.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 4 864,-, 1 667,-,  182,  41, 2 275,  390,-,  183, 1 818,-, 2 193,-,-,-,-,-,-,-,-,  72,-,-,  40,-, 1 029,  37,-,  48,  398,  32,-,-,  267,  235,-,-,  8
İSTANBUL,,,30.8,-,10.6,-,1.1,0.3,14.4,2.5,-,1.2,11.5,-,13.9,-,-,-,-,-,-,-,-,0.5,-,-,0.3,-,6.5,0.2,-,0.3,2.5,0.2,-,-,1.7,1.5,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Ataşehir,2018, 99 335,-,-,-,-,-, 90 410,-,-,-,-,-,-,-,-,-, 30 962,-,-,  274,-,-, 21 687,-,-,-, 19 259,-,-,-, 3 810,-,-,  626,-,-, 1 960,  890,  168
İSTANBUL,,,36.9,-,-,-,-,-,33.6,-,-,-,-,-,-,-,-,-,11.5,-,-,0.1,-,-,8.1,-,-,-,7.1,-,-,-,1.4,-,-,0.2,-,-,0.7,0.3,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 116 044,-,-,-,  999,  153, 100 263,-,  106,  159,-,-,-,  499,-,-, 23 324,-,  224,-,-,-,-,  254,  232,-, 21 212,  51,-,-, 1 723,-,-,  900,-,-,-,-,  42
İSTANBUL,,,43.6,-,-,-,0.4,0.1,37.7,-,0.0,0.1,-,-,-,0.2,-,-,8.8,-,0.1,-,-,-,-,0.1,0.1,-,8.0,0.0,-,-,0.6,-,-,0.3,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 92 477,  193,-,-,-,  320, 90 707,-,  87,  353,  126,-,-,  176,-,-, 25 680,-,  187,-,-,-,-,  135,  132,  61, 24 194,  41,-,-, 4 612,-,  463, 1 389,-,  51,-,-, 5 544
İSTANBUL,,,37.5,0.1,-,-,-,0.1,36.7,-,0.0,0.1,0.1,-,-,0.1,-,-,10.4,-,0.1,-,-,-,-,0.1,0.1,0.0,9.8,0.0,-,-,1.9,-,0.2,0.6,-,0.0,-,-,2.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 105 605,-,-,-, 1 422,-, 86 745,-,  685,  498,  193,-,-,-,-, 1 252,-,  828,-,-,-,-,-,-,  93,-, 19 793,  392,  83,-, 3 068,  435,-,-,-,-,-,-, 10 275
İSTANBUL,,,45.6,-,-,-,0.6,-,37.5,-,0.3,0.2,0.1,-,-,-,-,0.5,-,0.4,-,-,-,-,-,-,0.0,-,8.6,0.2,0.0,-,1.3,0.2,-,-,-,-,-,-,4.4
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Çekmeköy,2018, 66 222,-,-,-,-,-, 37 788,-,-,-,-,-,-,-,-,-, 15 648,-,-,  189,-,-, 11 738,-,-,-, 14 503,-,-,-, 2 329,-,-,  215,-,-, 1 193,  393,  70
İSTANBUL,,,44.1,-,-,-,-,-,25.1,-,-,-,-,-,-,-,-,-,10.4,-,-,0.1,-,-,7.8,-,-,-,9.7,-,-,-,1.5,-,-,0.1,-,-,0.8,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 72 406,-,-,-,  660,  77, 39 077,-,  69,  60,-,-,-,  272,-,-, 11 766,-,  137,-,-,-,-,  127,  96,-, 11 689,  29,-,-,  840,-,-,  306,-,-,-,-,  26
İSTANBUL,,,52.6,-,-,-,0.5,0.1,28.4,-,0.1,0.0,-,-,-,0.2,-,-,8.5,-,0.1,-,-,-,-,0.1,0.1,-,8.5,0.0,-,-,0.6,-,-,0.2,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 55 373,  61,-,-,-,  206, 34 355,-,  70,  172,  69,-,-,  86,-,-, 13 733,-,  85,-,-,-,-,  40,  68,  50, 13 423,  18,-,-, 2 835,-,  271,  409,-,  18,-,-, 3 293
İSTANBUL,,,44.4,0.0,-,-,-,0.2,27.6,-,0.1,0.1,0.1,-,-,0.1,-,-,11.0,-,0.1,-,-,-,-,0.0,0.1,0.0,10.8,0.0,-,-,2.3,-,0.2,0.3,-,0.0,-,-,2.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 52 940,-,-,-,  772,-, 28 933,-,  342,  182,  131,-,-,-,-, 1 198,-,  302,-,-,-,-,-,-,  44,-, 8 871,  149,  42,-, 1 175,  173,-,-,-,-,-,-, 4 637
İSTANBUL,,,53.0,-,-,-,0.8,-,29.0,-,0.3,0.2,0.1,-,-,-,-,1.2,-,0.3,-,-,-,-,-,-,0.0,-,8.9,0.1,0.0,-,1.2,0.2,-,-,-,-,-,-,4.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Sancaktepe,2018, 101 623,-,-,-,-,-, 55 072,-,-,-,-,-,-,-,-,-, 45 033,-,-,  549,-,-, 11 271,-,-,-, 20 191,-,-,-, 2 855,-,-,  263,-,-, 1 811,  419,  127
İSTANBUL,,,42.5,-,-,-,-,-,23.0,-,-,-,-,-,-,-,-,-,18.8,-,-,0.2,-,-,4.7,-,-,-,8.4,-,-,-,1.2,-,-,0.1,-,-,0.8,0.2,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 103 790,-,-,-,  898,  114, 52 740,-,  54,  80,-,-,-,  501,-,-, 32 393,-,  237,-,-,-,-,  189,  192,-, 12 198,  47,-,-, 1 368,-,-,  277,-,-,-,-,  27
İSTANBUL,,,50.6,-,-,-,0.4,0.1,25.7,-,0.0,0.0,-,-,-,0.2,-,-,15.8,-,0.1,-,-,-,-,0.1,0.1,-,5.9,0.0,-,-,0.7,-,-,0.1,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 78 233,  47,-,-,-,  270, 46 419,-,  56,  264,  142,-,-,  217,-,-, 36 451,-,  221,-,-,-,-,  71,  84,  76, 14 714,  29,-,-, 3 774,-,  404,  301,-,  32,-,-, 3 412
İSTANBUL,,,42.2,0.0,-,-,-,0.1,25.1,-,0.0,0.1,0.1,-,-,0.1,-,-,19.7,-,0.1,-,-,-,-,0.0,0.0,0.0,7.9,0.0,-,-,2.0,-,0.2,0.2,-,0.0,-,-,1.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 75 856,-,-,-, 1 218,-, 42 313,-,  421,  277,  181,-,-,-,-, 1 176,-,  371,-,-,-,-,-,-,  71,-, 9 245,  298,  111,-, 2 319,  399,-,-,-,-,-,-, 12 005
İSTANBUL,,,51.9,-,-,-,0.8,-,28.9,-,0.3,0.2,0.1,-,-,-,-,0.8,-,0.3,-,-,-,-,-,-,0.0,-,6.3,0.2,0.1,-,1.6,0.3,-,-,-,-,-,-,8.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Sultangazi,2018, 162 203,-,-,-,-,-, 50 337,-,-,-,-,-,-,-,-,-, 47 894,-,-, 1 119,-,-, 13 118,-,-,-, 23 949,-,-,-, 4 640,-,-,  334,-,-, 2 421,  414,  63
İSTANBUL,,,52.9,-,-,-,-,-,16.4,-,-,-,-,-,-,-,-,-,15.6,-,-,0.4,-,-,4.3,-,-,-,7.8,-,-,-,1.5,-,-,0.1,-,-,0.8,0.1,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 182 433,-,-,-, 1 223,  199, 56 844,-,  110,  103,-,-,-,  663,-,-, 39 456,-,  343,-,-,-,-,  263,  269,-, 15 774,  63,-,-, 2 976,-,-,  388,-,-,-,-,  53
İSTANBUL,,,60.6,-,-,-,0.4,0.1,18.9,-,0.0,0.0,-,-,-,0.2,-,-,13.1,-,0.1,-,-,-,-,0.1,0.1,-,5.2,0.0,-,-,1.0,-,-,0.1,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 140 601,  57,-,-,-,  393, 51 646,-,  103,  447,-,-,-,  272,-,-, 46 569,-,  321,-,-,-,-,  69,  128,  103, 21 201,  55,-,-, 7 472,-,  698,  340,-,  61,-,-, 4 824
İSTANBUL,,,51.1,0.0,-,-,-,0.1,18.8,-,0.0,0.2,-,-,-,0.1,-,-,16.9,-,0.1,-,-,-,-,0.0,0.0,0.0,7.7,0.0,-,-,2.7,-,0.3,0.1,-,0.0,-,-,1.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 153 953,-,-,-, 1 993,-, 57 257,-,  880,  627,-,-,-,-,-, 1 677,-,  658,-,-,-,-,-,-,  86,-, 15 526,  402,  125,-, 6 235,  420,-,-,-,-,-,-, 18 422
İSTANBUL,,,59.6,-,-,-,0.8,-,22.2,-,0.3,0.2,-,-,-,-,-,0.6,-,0.3,-,-,-,-,-,-,0.0,-,6.0,0.2,0.0,-,2.4,0.2,-,-,-,-,-,-,7.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Arnavutköy,2018, 77 685,-,-,-,-,-, 15 195,-,-,-,-,-,-,-,-,-, 22 867,-,-,  488,-,-, 8 288,-,-,-, 16 591,-,-,-, 2 097,-,-,  222,-,-, 1 678,  193,  41
İSTANBUL,,,53.4,-,-,-,-,-,10.5,-,-,-,-,-,-,-,-,-,15.7,-,-,0.3,-,-,5.7,-,-,-,11.4,-,-,-,1.4,-,-,0.2,-,-,1.2,0.1,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 82 276,-,-,-,  661,  104, 15 872,-,  83,  60,-,-,-,  303,-,-, 17 428,-,  210,-,-,-,-,  196,  128,-, 10 431,  39,-,-, 1 316,-,-,  126,-,-,-,-,  6
İSTANBUL,,,63.7,-,-,-,0.5,0.1,12.3,-,0.1,0.0,-,-,-,0.2,-,-,13.5,-,0.2,-,-,-,-,0.2,0.1,-,8.1,0.0,-,-,1.0,-,-,0.1,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 58 600,  74,-,-,-,  261, 14 515,-,  74,  213,  107,-,-,  270,-,-, 20 931,-,  139,-,-,-,-,  16,  73,  77, 13 818,  23,-,-, 2 949,-,  453,  124,-,  26,-,-, 2 582
İSTANBUL,,,50.8,0.1,-,-,-,0.2,12.6,-,0.1,0.2,0.1,-,-,0.2,-,-,18.1,-,0.1,-,-,-,-,0.0,0.1,0.1,12.0,0.0,-,-,2.6,-,0.4,0.1,-,0.0,-,-,2.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 62 887,-,-,-,  976,-, 14 506,-,  481,  295,-,-,-,-,-, 1 124,-,  302,-,-,-,-,-,-,  64,-, 10 421,  266,  91,-, 2 434,  325,-,-,-,-,-,-, 7 606
İSTANBUL,,,61.8,-,-,-,1.0,-,14.3,-,0.5,0.3,-,-,-,-,-,1.1,-,0.3,-,-,-,-,-,-,0.1,-,10.2,0.3,0.1,-,2.4,0.3,-,-,-,-,-,-,7.5
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Başakşehir,2018, 104 233,-,-,-,-,-, 44 348,-,-,-,-,-,-,-,-,-, 32 232,-,-,  613,-,-, 16 788,-,-,-, 16 558,-,-,-, 5 278,-,-,  316,-,-, 1 631,  603,  58
İSTANBUL,,,46.8,-,-,-,-,-,19.9,-,-,-,-,-,-,-,-,-,14.5,-,-,0.3,-,-,7.5,-,-,-,7.4,-,-,-,2.4,-,-,0.1,-,-,0.7,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 105 276,-,-,-,  823,  196, 46 745,-,  100,  66,-,-,-,  275,-,-, 24 177,-,  151,-,-,-,-,  224,  214,-, 17 940,  44,-,-, 1 839,-,-,  368,-,-,-,-,  21
İSTANBUL,,,53.0,-,-,-,0.4,0.1,23.6,-,0.1,0.0,-,-,-,0.1,-,-,12.2,-,0.1,-,-,-,-,0.1,0.1,-,9.0,0.0,-,-,0.9,-,-,0.2,-,-,-,-,0.0
