state.id contracting gov.influence leg.influence elect.board years.tenure education party.ID category2 category3 category4 category5 category6 category7 category8 category9 category10 category11 category12 med.time medt.contr grp.influence
15 0 16 18 0 2.05097752765576 5 1 0 0 0 0 0 0 0 0 0 1 0 0 0 8
15 1 18 19 0 6.22250636177787 5 2 0 0 0 0 0 0 1 0 0 0 0 0 0 16
15 1 20 21 0 10.8700207969163 5 1 0 0 0 1 0 0 0 0 0 0 0 0 0 12
15 3 18 19 0 4.83714487882969 5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 8
15 1 19 19 0 4.56398557971926 5 5 0 0 0 0 0 0 0 1 0 0 0 1 1 10
16 2 21 11 0 4.51963514606011 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 11
16 4 15 16 0 5.15025797780341 5 2 0 0 0 0 0 0 0 0 1 0 0 1 4 10
16 0 16 15 0 2.56169357478587 5 2 0 0 0 0 0 0 1 0 0 0 0 0 0 6
16 0 13 14 0 18.7378561777291 5 2 0 0 0 0 0 1 0 0 0 0 0 1 0 10
16 6 14 14 0 1.36531622817955 3 5 0 0 0 0 0 0 0 0 1 0 0 0 0 14
16 0 19 15 0 5.14270198476233 5 1 0 0 0 0 0 0 0 1 0 0 0 0 0 10
16 3 20 19 0 15.9775863771952 5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 18
16 0 19 16 0 1.25941840758818 4 1 0 0 0 0 0 0 1 0 0 0 0 0 0 9
16 3 18 18 0 5.26163295232335 3 1 0 0 0 0 0 0 0 0 0 0 1 1 3 11
16 1 21 21 1 2.66790715801418 5 1 0 0 0 0 1 0 0 0 0 0 0 1 1 5
16 5 16 16 0 10.5047519882177 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 13
16 0 10 19 0 14.3475677530074 5 5 0 0 0 0 0 1 0 0 0 0 0 0 0 6
16 6 17 17 1 4.50635533791328 4 1 0 0 0 1 0 0 0 0 0 0 0 1 6 18
17 3 19 17 0 1.79587609214469 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 3
17 3 7 17 1 3.80186819798326 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 10
17 0 18 15 0 0.47647199091037 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 10
17 2 19 18 0 33.5365785245168 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 12
