OBJECTID,province,district,ORIG_FID,X_coordinate,Y_coordinate
770,Sakarya,Sapanca,770,30.3436584472656,40.6909637451172
771,Sakarya,Taraklı,771,30.546329498291,40.442741394043
772,Samsun,Çarşamba,772,36.6720657348633,41.2070960998535
773,Samsun,Alaçam,773,35.5735206604004,41.4968681335449
774,Samsun,Asarcik,774,36.3301887512207,41.0023918151856
775,Samsun,Ayvacık,775,36.5508460998535,40.9527206420898
776,Samsun,Bafra,776,35.8429794311523,41.4584312438965
777,Samsun,Havza,777,35.736888885498,41.0652618408203
778,Samsun,Kavak,778,36.0412063598633,41.0944442749023
779,Samsun,Ladik,779,35.9751968383789,40.9204216003418
780,Samsun,Merkez,780,36.2179870605469,41.2408905029297
781,Samsun,Ondokuz Mayıs,781,36.0491676330566,41.4631767272949
782,Samsun,Salıpazarı,782,36.8061561584473,40.9953575134277
783,Samsun,Tekkeköy,783,36.4676284790039,41.1342277526856
784,Samsun,Terme,784,36.9417762756348,41.1833724975586
785,Samsun,"Vezirköprü

",785,35.3059959411621,41.1841354370117
786,Samsun,Yakakent,786,35.5234909057617,41.6082420349121
787,Sanliurfa,"Akçakale

",787,38.8046798706055,36.7900314331055
788,Sanliurfa,Birecik,788,38.0908317565918,37.0457000732422
789,Sanliurfa,Bozova,789,38.4319114685059,37.3287963867187
790,Sanliurfa,Ceylanpınar,790,39.7549018859863,36.9066352844238
791,Sanliurfa,Halfeti,791,37.9998588562012,37.2595062255859
792,Sanliurfa,Harran,792,39.1776809692383,36.7958068847656
793,Sanliurfa,Hilvan,793,38.9581108093262,37.5253829956055
794,Sanliurfa,Merkez,794,38.9481430053711,37.1240463256836
795,Sanliurfa,Siverek,795,39.4095153808594,37.6572494506836
796,Sanliurfa,Suruç,796,38.3561172485352,36.9709701538086
797,Sanliurfa,Viranşehir,797,39.7606773376465,37.2259788513184
798,Siirt,Aydınlar,798,42.0599403381348,37.9710426330566
799,Siirt,Şirvan,799,42.2342796325684,38.0832099914551
800,Siirt,Baykan,800,41.8116798400879,38.0953330993652
801,Siirt,Eruh,801,42.1466445922852,37.8135719299316
802,Siirt,Kurtalan,802,41.6660881042481,37.9124145507812
803,Siirt,Merkez,803,41.9064254760742,37.9531478881836
804,Siirt,Pervari,804,42.6784744262695,37.9429244995117
805,Sinop,Ayancık,805,34.5987663269043,41.8189735412598
806,Sinop,Boyabat,806,34.7150764465332,41.4921951293945
807,Sinop,Dikmen,807,35.3074111938477,41.5856132507324
808,Sinop,Durağan,808,35.1769409179687,41.417667388916
809,Sinop,Erfelek,809,34.8645553588867,41.8688125610352
810,Sinop,Gerze,810,35.0841407775879,41.7228622436523
811,Sinop,Merkez,811,35.0008964538574,41.9172477722168
812,Sinop,Saraydüzü,812,34.8005599975586,41.2869758605957
813,Sinop,Türkeli,813,34.3252563476562,41.8621406555176
814,Sirnak,İdil,814,41.9641761779785,37.3464546203613
815,Sirnak,Beytüşşebap,815,43.1756935119629,37.59228515625
816,Sirnak,Cizre,816,42.3582649230957,37.2959594726562
817,Sirnak,Güçlükonak,817,42.0551872253418,37.5793151855469
818,Sirnak,Merkez,818,42.5508155822754,37.6176795959473
819,Sirnak,"Silopi

",819,42.5948219299316,37.2904663085937
820,Sirnak,Uludere,820,43.044303894043,37.4070205688477
821,Sivas,İmranlı,821,38.2110366821289,39.8152694702148
822,Sivas,Akıncılar,822,38.3512763977051,40.0447769165039
823,Sivas,Altınyayla,823,36.8053817749023,39.2752304077148
824,Sivas,Şarkışla,824,36.3952217102051,39.4134674072266
825,Sivas,Divriği,825,38.0919151306152,39.3655090332031
826,Sivas,"Doğanşar

",826,37.5449447631836,40.1961631774902
827,Sivas,Gölova,827,38.6132926940918,40.0257682800293
828,Sivas,Gürün,828,37.1778106689453,38.8089370727539
829,Sivas,Gemerek,829,36.0910301208496,39.282772064209
830,Sivas,Hafik,830,37.3724365234375,39.9054679870605
831,Sivas,Kangal,831,37.4130325317383,39.2143173217773
832,Sivas,Koyulhisar,832,37.8580551147461,40.2896156311035
833,Sivas,Merkez,833,36.9695739746094,39.6893844604492
834,Sivas,Suşehri,834,38.1288261413574,40.1636581420898
835,Sivas,Ulaş,835,37.0659942626953,39.456974029541
836,Sivas,Yıldızeli,836,36.5290641784668,39.8726844787598
837,Sivas,Zara,837,37.780948638916,39.8215103149414
838,Tekirdag,Çerkezköy,838,28.063663482666,41.362190246582
839,Tekirdag,Çorlu,839,27.8581027984619,41.2121925354004
840,Tekirdag,Şarköy,840,27.1934108734131,40.7295379638672
841,Tekirdag,Hayrabolu,841,27.136302947998,41.2040596008301
842,Tekirdag,Malkara,842,26.9479427337646,40.9232139587402
843,Tekirdag,Marmaraereğlisi,843,27.9825534820557,41.0587577819824
844,Tekirdag,Merkez,844,27.4146480560303,41.0086708068848
845,Tekirdag,Muratlı,845,27.5799751281738,41.1883506774902
846,Tekirdag,Saray,846,27.9472427368164,41.4655876159668
847,Tokat,Almus,847,37.0678939819336,40.2748146057129
848,Tokat,Artova,848,36.2819709777832,40.1152076721191
849,Tokat,Başçiftlik,849,37.1153259277344,40.506462097168
850,Tokat,Erbaa,850,36.6125183105469,40.6913871765137
851,Tokat,"Merkez

",851,36.5989952087402,40.270809173584
852,Tokat,Niksar,852,36.9833984375,40.5775299072266
853,Tokat,Pazar,853,36.2838897705078,40.2235221862793
854,Tokat,Reşadiye,854,37.3746299743652,40.433952331543
855,Tokat,Sulusaray,855,36.0841026306152,40.006290435791
856,Tokat,"Turhal

",856,36.1633529663086,40.3949432373047
857,Tokat,Yeşilyurt,857,36.3062210083008,40.0075721740723
858,Tokat,Zile,858,35.8439979553223,40.2109489440918
859,Trabzon,Çarşıbaşı,859,39.3679809570312,41.038501739502
860,Trabzon,Çaykara,860,40.2868270874023,40.6235160827637
861,Trabzon,Akçaabat,861,39.4966201782227,40.966194152832
862,Trabzon,Araklı,862,39.9512214660645,40.7417106628418
863,Trabzon,Arsin,863,39.9065208435059,40.8486747741699
864,Trabzon,Şalpazarı,864,39.1546211242676,40.8807716369629
865,Trabzon,Beşikdüzü,865,39.1956100463867,41.0141143798828
866,Trabzon,Düzköy,866,39.3994903564453,40.8657989501953
867,Trabzon,Dernekpazarı,867,40.2754859924316,40.8079109191895
868,Trabzon,Hayrat,868,40.4236907958984,40.784122467041
869,Trabzon,Köprübaşı,869,40.120304107666,40.7158203125
870,Trabzon,Maçka,870,39.5588493347168,40.7262916564941
871,Trabzon,Merkez,871,39.6958923339844,40.9459762573242
872,Trabzon,Of,872,40.2945785522461,40.9042205810547
873,Trabzon,Sürmene,873,40.0826416015625,40.8144264221191
874,Trabzon,Tonya,874,39.2568168640137,40.8390922546387
875,Trabzon,Vakfıkebir,875,39.3044509887695,40.9767112731934
876,Trabzon,Yomra,876,39.8137321472168,40.8481369018555
877,Tunceli,Çemişgezek,877,38.9055595397949,39.0480079650879
878,Tunceli,"Hozat

",878,39.2393951416016,39.1293640136719
879,Tunceli,Mazgirt,879,39.7410697937012,38.9524307250977
880,Tunceli,Merkez,880,39.630256652832,39.1514129638672
881,Tunceli,Nazımiye,881,39.9219551086426,39.218864440918
882,Tunceli,Ovacık,882,39.2921829223633,39.3468894958496
883,Tunceli,Pülümür,883,40.0819931030273,39.4380493164062
884,Tunceli,Pertek,884,39.363468170166,38.9008407592773
885,Usak,Banaz,885,29.7138805389404,38.7336883544922
886,Usak,Eşme,886,29.0129737854004,38.4411735534668
887,Usak,Karahallı,887,29.5251274108887,38.3115234375
888,Usak,Merkez,888,29.3437690734863,38.6490936279297
889,Usak,Sivaslı,889,29.6242961883545,38.4879989624023
890,Usak,Ulubey,890,29.2932071685791,38.3804397583008
891,Van,Özalp,891,44.0456428527832,38.7068214416504
892,Van,Çaldıran,892,43.9781341552734,39.1301155090332
893,Van,Çatak,893,43.2613029479981,37.9752922058105
894,Van,Başkale,894,44.210018157959,37.9598236083984
895,Van,Bahçesaray,895,42.9650611877441,38.095100402832
896,Van,Edremit,896,43.2250022888184,38.4668769836426
897,Van,Erciş,897,43.3370819091797,39.1334342956543
898,Van,Gürpınar,898,43.748477935791,38.111499786377
899,Van,Gevaş,899,42.9910507202149,38.3311767578125
900,Van,Merkez,900,43.455883026123,38.6761131286621
901,Van,Muradiye,901,43.7175216674805,39.0116233825684
902,Van,Saray,902,44.2519302368164,38.4551200866699
903,Yalova,Çınarcık,903,29.0491542816162,40.604362487793
904,Yalova,Çiftlikköy,904,29.356294631958,40.6380767822266
905,Yalova,Altınova,905,29.4097023010254,40.624210357666
906,Yalova,Armutlu,906,28.922758102417,40.5269660949707
907,Yalova,Merkez,907,29.2461051940918,40.6052970886231
908,Yalova,Termal,908,29.1574687957764,40.6048049926758
909,Yozgat,Çandır,909,35.5001411437988,39.2723388671875
910,Yozgat,Çayıralan,910,35.7172355651855,39.3920860290527
911,Yozgat,Çekerek,911,35.5097846984863,40.0142440795898
912,Yozgat,Akdağmadeni,912,35.8397178649902,39.7038612365723
913,Yozgat,Aydıncık,913,35.2889862060547,40.1391105651855
914,Yozgat,Şefaatli,914,34.7862510681152,39.5307769775391
915,Yozgat,Boğazlıyan,915,35.2288932800293,39.2372512817383
916,Yozgat,Kadışehri,916,35.8206405639648,39.9841079711914
917,Yozgat,Merkez,917,34.8194046020508,39.8221321105957
918,Yozgat,Sarıkaya,918,35.4117698669434,39.514045715332
919,Yozgat,Saraykent,919,35.5854339599609,39.792308807373
920,Yozgat,Sorgun,920,35.2467269897461,39.804443359375
921,Yozgat,Yenifakılı,921,34.9964141845703,39.2733154296875
922,Yozgat,Yerköy,922,34.3961334228516,39.7840995788574
923,Zinguldak,Çaycuma,923,32.0890960693359,41.4059371948242
924,Zinguldak,Alaplı,924,31.425910949707,41.1338500976563
925,Zinguldak,Devrek,925,31.9405250549316,41.144889831543
926,Zinguldak,Ereğli,926,31.6057605743408,41.2125968933106
927,Zinguldak,Gökçebey,927,32.1919174194336,41.2697944641113
928,Zinguldak,Merkez,928,31.8631916046143,41.3870086669922
